ID,Phylum,Class,Family,Genus,species nov.,Strain,Clonal,Axenic,PCR,Principle Investigator
MMETSP1032,Dinophyta,Dinophyceae,Gonyaulacaceae,Lingulodinium,polyedrum,CCMP 1738,Yes,No,No,Mary Ann Moran
MMETSP1033,Dinophyta,Dinophyceae,Gonyaulacaceae,Lingulodinium,polyedrum,CCMP 1738,Yes,No,No,Mary Ann Moran
MMETSP1034,Dinophyta,Dinophyceae,Gonyaulacaceae,Lingulodinium,polyedrum,CCMP 1738,Yes,No,No,Mary Ann Moran
MMETSP1035,Dinophyta,Dinophyceae,Gonyaulacaceae,Lingulodinium,polyedrum,CCMP 1738,Yes,No,No,Mary Ann Moran
MMETSP1036,Dinophyta,Dinophyceae,Unknown,Azadinium,spinosum,3D9,Yes,Yes,No,Uwe John
MMETSP1037,Dinophyta,Dinophyceae,Unknown,Azadinium,spinosum,3D9,Yes,Yes,No,Uwe John
MMETSP1038,Dinophyta,Dinophyceae,Unknown,Azadinium,spinosum,3D9,Yes,Yes,No,Uwe John
MMETSP1039,Bacillariophyta,Coscinodiscophyceae,Skeletonemaceae,Skeletonema,marinoi,FE7,Yes,No,No,Giovanna Romano
MMETSP1040,Bacillariophyta,Coscinodiscophyceae,Skeletonemaceae,Skeletonema,marinoi,FE60,Yes,No,No,Giovanna Romano
MMETSP1041,Cryptophyta,Cryptophyceae,Hemiselmidaceae,Hemiselmis,andersenii,CCMP439,Unknown,Unknown,No,John Archibald
MMETSP1042,Cryptophyta,Cryptophyceae,Hemiselmidaceae,Hemiselmis,andersenii,CCMP1180,Unknown,Unknown,No,John Archibald
MMETSP1043,Cryptophyta,Cryptophyceae,Hemiselmidaceae,Hemiselmis,andersenii,CCMP441,Unknown,Unknown,No,John Archibald
MMETSP1047,Cryptophyta,Cryptophyceae,Pyrenomonadaceae,Rhodomonas,salina,CCMP1319,Unknown,Unknown,No,John Archibald
MMETSP1048,Cryptophyta,Cryptophyceae,Geminigeraceae,Hanusia,phi,CCMP325,Unknown,Unknown,No,John Archibald
MMETSP1049,Cryptophyta,Cryptophyceae,Geminigeraceae,Proteomonas,sulcata,CCMP704,Unknown,Unknown,No,John Archibald
MMETSP1050,Cryptophyta,Cryptophyceae,Cryptomonadaceae,Cryptomonas,curvata,CCAP979/52,Unknown,No,No,John Archibald
MMETSP1052,Chlorarachniophyta,Chlorarachniophyceae,Chlorarachniaceae,Bigelowiella,natans,CCMP623,Unknown,Unknown,No,John Archibald
MMETSP1054,Unknown,Unknown,Unknown,Bigelowiella,natans,CCMP1259,Unknown,Unknown,No,John Archibald
MMETSP1055,Unknown,Unknown,Unknown,Bigelowiella,natans,CCMP1258.1,Unknown,Unknown,No,John Archibald
MMETSP1057,Bacillariophyta,Coscinodiscophyceae,Skeletonemaceae,Cyclotella,meneghiniana,CCMP 338,Yes,No,No,E. Virginia Armbrust
MMETSP1058,Bacillariophyta,Coscinodiscophyceae,Skeletonemaceae,Detonula,confervacea,CCMP 353,Yes,No,No,E. Virginia Armbrust
MMETSP1059,Bacillariophyta,Coscinodiscophyceae,Skeletonemaceae,Thalassiosira,sp.,Th. Sp. FW,Yes,No,No,E. Virginia Armbrust
MMETSP1060,Bacillariophyta,Bacillariophyceae,Bacillariaceae,Pseudo-nitzschia,pungens,cf. cingulata,Yes,No,No,E. Virginia Armbrust
MMETSP1061,Bacillariophyta,Bacillariophyceae,Bacillariaceae,Pseudo-nitzschia,pungens,cf. pungens,Yes,No,No,E. Virginia Armbrust
MMETSP1062,Bacillariophyta,Coscinodiscophyceae,Lithodesmiaceae,Ditylum,brightwellii,Pop1 (SS4),Yes,No,No,E. Virginia Armbrust
MMETSP1063,Bacillariophyta,Coscinodiscophyceae,Lithodesmiaceae,Ditylum,brightwellii,Pop2 (SS10),Yes,No,No,E. Virginia Armbrust
MMETSP1064,Bacillariophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseira,subarctica,CCAP 1002/5,Yes,No,No,E. Virginia Armbrust
MMETSP1065,Bacillariophyta,Bacillariophyceae,Amphipleuraceae,Amphiprora,paludosa,CCMP125,Unknown,Unknown,No,E. Virginia Armbrust
MMETSP1066,Bacillariophyta,Coscinodiscophyceae,Conscinodiscaceae,Coscinodiscus,wailesii,CCMP2513,Yes,No,No,E. Virginia Armbrust
MMETSP1067,Bacillariophyta,Coscinodiscophyceae,Skeletonemaceae,Thalassiosira,puntigera,C2,Yes,No,No,E. Virginia Armbrust
MMETSP1068,Ochrophyta,Dictyochophyceae,Pedinellaceae,Pseudopedinella,elastica,CCMP716,Yes,No,No,E. Virginia Armbrust
MMETSP1070,Bacillariophyta,Coscinodiscophyceae,Cymatosiraceae,Minutocellus,polymorphus,NH13,Yes,No,No,E. Virginia Armbrust
MMETSP1071,Bacillariophyta,Coscinodiscophyceae,Skeletonemaceae,Thalassiosira,sp.,NH16,Yes,No,No,E. Virginia Armbrust
MMETSP1074,Dinophyta,Dinophyceae,Ceratiaceae,Ceratium,fusus,PA161109,Yes,No,No,Susanne Menden-Deuer
MMETSP1075,Dinophyta,Dinophyceae,Ceratiaceae,Ceratium,fusus,PA161109,Yes,No,No,Susanne Menden-Deuer
MMETSP1080,Chlorophyta,Prasinophyceae,Mamiellaceae,Micromonas,sp,CCMP1646,Unknown,Yes,No,Alexandra Z. Worden
MMETSP1081,,,,Pyramimonas,amylifera,CCMP720,Unknown,No,No,Alexandra Z. Worden
MMETSP1082,Chlorophyta,Prasinophyceae,Mamiellaceae,Micromonas,sp.,NEPCC29,Unknown,No,No,Alexandra Z. Worden
MMETSP1084,Chlorophyta,Prasinophyceae,Mamiellaceae,Micromonas,sp.,RCC472,Unknown,No,No,Alexandra Z. Worden
MMETSP1085,Chlorophyta,Prasinophyceae,Pyncnococcaceae,Pycnococcus,sp,CCM1998,Unknown,No,No,Alexandra Z. Worden
MMETSP1086,Chlorophyta,Chlorophyceae,Palmellaceae,Cyanoptyche,gloeocystis,SAG4.97,Unknown,No,No,Alexandra Z. Worden
MMETSP1089,Glaucophyta,Glaucophyceae,Gloeochaetaceae,Gloeochaete,witrockiana,SAG 46.84,Unknown,No,No,Alexandra Z. Worden
MMETSP1090,Haptophyta,Prymnesiophyceae,Isochrysidaceae,Isochrysis,sp,CCMP1244,Unknown,No,No,Alexandra Z. Worden
MMETSP1091,Cryptophyta,Cryptophyceae,Pyrenomonadaceae,Rhodomonas,sp.,CCMP768,Unknown,No,No,Alexandra Z. Worden
MMETSP1094,Haptophyta,Prymnesiophyceae,Prymnesiaceae,Chrysochromulina,brevifilum,UTEX LB 985,Unknown,No,No,David Caron
MMETSP1095,Ochrophyta,Chrysophyceae,Chromulinaceae,Chromulina,nebulosa,CCMP266,Unknown,No,No,David Caron
MMETSP1096,Haptophyta,Prymnesiophyceae,Prymnesiaceae,Chyrsochromulina,ericina,CCMP281,Unknown,No,No,David Caron
MMETSP1097,Ochrophyta,Dictyochophyceae,Pedinellaceae,Pseudopedinella,elastica,CCMP716,Unknown,No,No,David Caron
MMETSP1098,Ochrophyta,Chrysophyceae,Chromulinaceae,Spumella,elongata,CCAP 955/1,Unknown,No,No,David Caron
MMETSP1100,Haptophyta,Prymnesiophyceae,Phaeocystaceae,Phaeocystis,antarctica,Caron Lab Isolate,Unknown,No,No,David Caron
MMETSP1101,Cryptophyta,Cryptophyceae,Pyrenomonadaceae,Rhodomonas,abbreviata,Caron Lab Isolate,Yes,No,No,David Caron
MMETSP1102,Cryptophyta,Cryptophyceae,Geminigeracea,Geminigera,sp.,Caron Lab Isolate,Unknown,No,No,David Caron
MMETSP1103,Ochrophyta,Chrysophyceae,Synuraceae,Paraphysomonas,bandaiensis,Caron Lab Isolate,Yes,No,No,David Caron
MMETSP1104,Bicosoecida,Bicosoecophyceae,Cafeteriaceae,Cafeteria,sp.,Caron Lab Isolate,Unknown,No,No,David Caron
MMETSP1105,Ochrophyta,Synurophyceae,Ochromonadaceae,Ochromonas,sp.,BG-1,Unknown,No,No,David Caron
MMETSP1106,Chlorophyta,Mamiellophyceae,Mamiellaceae,Mantoniella,antarctica,SL-175,Unknown,Unknown,No,David Caron
MMETSP1107,Ochrophyta,Chrysophyceae,Synuraceae,Paraphysomonas,vestita,GFlagA,Unknown,No,No,David Caron
MMETSP1110,Dinophyta,Dinophyceae,Symbiodiniaceae,Symbiodinium,sp.,CCMP421,No,No,No,William Wilson
MMETSP1114,,Kinetoplastea,Bodonidae,Neobodo,designis,CCAP 1951/1,Unknown,No,No,David Caron
MMETSP1115,Dinophyta,Dinophyceae,Symbiodiniaceae,Symbiodinium,sp.,CCMP2430,No,No,No,William Wilson
MMETSP1116,Dinophyta,Dinophyceae,Symbiodiniaceae,Symbiodinium,sp.,CCMP2430,No,No,No,William Wilson
MMETSP1117,Dinophyta,Dinophyceae,Symbiodiniaceae,Symbiodinium,sp.,CCMP2430,No,No,No,William Wilson
MMETSP1122,Dinophyta,Dinophyceae,Symbiodiniaceae,Symbiodinium,sp.,Mp,No,No,No,William Wilson
MMETSP1123,Dinophyta,Dinophyceae,Symbiodiniaceae,Symbiodinium,sp.,Mp,No,No,No,William Wilson
MMETSP1124,Dinophyta,Dinophyceae,Symbiodiniaceae,Symbiodinium,sp.,Mp,No,No,No,William Wilson
MMETSP1125,Dinophyta,Dinophyceae,Symbiodiniaceae,Symbiodinium,sp.,Mp,No,No,No,William Wilson
MMETSP1129,Haptophyta,Prymnesiophyceae,Isochrysidaceae,Isochrysis,sp.,CCMP1324,Yes,Yes,No,Sheri Floge
MMETSP1130,Haptophyta,Prymnesiophyceae,Isochrysidaceae,Isochrysis,sp.,CCMP1324,Yes,Yes,No,Sheri Floge
MMETSP1131,Haptophyta,Prymnesiophyceae,Isochrysidaceae,Isochrysis,sp.,CCMP1324,Yes,Yes,No,Sheri Floge
MMETSP1132,Haptophyta,Prymnesiophyceae,Isochrysidaceae,Isochrysis,sp.,CCMP1324,Yes,Yes,No,Sheri Floge
MMETSP1136,Haptophyta,Prymnesiophyceae,Pleurochrysidaceae,Pleurochrysis,carterae,CCMP645,Yes,Yes,No,Sheri Floge
MMETSP1137,Haptophyta,Prymnesiophyceae,Pleurochrysidaceae,Pleurochrysis,carterae,CCMP645,Yes,Yes,No,Sheri Floge
MMETSP1138,Haptophyta,Prymnesiophyceae,Pleurochrysidaceae,Pleurochrysis,carterae,CCMP645,Yes,Yes,No,Sheri Floge
MMETSP1139,Haptophyta,Pavlovophyceae,Pavlovaceae,Pavlova,sp.,CCMP459,Yes,Yes,No,Sheri Floge
MMETSP1140,Haptophyta,Pavlovophyceae,Pavlovaceae,Pavlova,sp.,CCMP459,Yes,Yes,No,Sheri Floge
MMETSP1141,,,,Undescribed,Undescribed,CCMP2298,No,Yes,No,Connie Lovejoy
MMETSP1142,,,,Undescribed,Undescribed,CCMP2298,No,Yes,No,Connie Lovejoy
MMETSP1143,,,,Undescribed,Undescribed,CCMP2298,No,Yes,No,Connie Lovejoy
MMETSP1144,,,,Undescribed,Undescribed,CCMP2298,No,Yes,No,Connie Lovejoy
MMETSP1150,Haptophyta,Prymnesiophyceae,Noelaerhabdaceae,Emiliania,huxleyi,PLY M219,Unknown,No,No,Francois Morel
MMETSP1151,Haptophyta,Prymnesiophyceae,Noelaerhabdaceae,Emiliania,huxleyi,PLY M219,Unknown,No,No,Francois Morel
MMETSP1152,Haptophyta,Prymnesiophyceae,Noelaerhabdaceae,Emiliania,huxleyi,PLY M219,Unknown,No,No,Francois Morel
MMETSP1153,Haptophyta,Prymnesiophyceae,Noelaerhabdaceae,Emiliania,huxleyi,PLY M219,Unknown,No,No,Francois Morel
MMETSP1154,Haptophyta,Prymnesiophyceae,Noelaerhabdaceae,Emiliania,huxleyi,CCMP370,Unknown,No,No,Francois Morel
MMETSP1155,Haptophyta,Prymnesiophyceae,Noelaerhabdaceae,Emiliania,huxleyi,CCMP370,Unknown,No,No,Francois Morel
MMETSP1156,Haptophyta,Prymnesiophyceae,Noelaerhabdaceae,Emiliania,huxleyi,CCMP370,Unknown,No,No,Francois Morel
MMETSP1157,Haptophyta,Prymnesiophyceae,Noelaerhabdaceae,Emiliania,huxleyi,CCMP370,Unknown,No,No,Francois Morel
MMETSP1159,Chlorophyta,Unknown,Unknown,Picocystis,salinarum,CCMP1897,Unknown,No,No,Willie Wilson
MMETSP1160,Ochrophyta,Dictyochophyceae,Pinguiochrysidaceae,Pinguiococcus,pyrenoidosus,CCMP2078,Unknown,Yes,No,Willie Wilson
MMETSP1161,Chlorophyta,Trebouxiophyceae,Chlorellales incertae sedis,Picochlorum,oklahomensis,CCMP2329,Unknown,Unknown,No,Willie Wilson
MMETSP1162,Haptophyta,Prymnesiophyceae,Phaeocystacear,Phaeocystis,Sp,CCMP2710,Unknown,No,No,Willie Wilson
MMETSP1163,Ochrophyta,Pinguiophyceae,Pinguiochrysidaceae,Phaeomonas,parva,CCMP2877,Unknown,No,No,Willie Wilson
MMETSP1164,Ochrophyta,Pelagophyceae,,Chrysoreinhardia,sp,CCMP2950,Unknown,No,No,Willie Wilson
MMETSP1165,Ochrophyta,Dictyochophyceae,Sarcinochrysidaceae,Chrysocystis,fragilis,CCMP3189,Unknown,No,No,Willie Wilson
MMETSP1166,Ochrophyta,Pelagophyceae,,Chrysoreinhardia,sp,CCMP3193,Unknown,No,No,Willie Wilson
MMETSP1167,Ochrophyta,Synurophyceae,Mallomonadaceae,Mallomonas,Sp,CCMP3275,Unknown,No,No,Willie Wilson
MMETSP1169,Chlorophyta,Prasinophyceae,Pyramimonadaceae,Pyramimonas,obovata,CCMP722,Unknown,No,No,Willie Wilson
MMETSP1170,Ochrophyta,Pelagophyceae,,Sarcinochrysis,sp,CCMP770,Unknown,No,No,Willie Wilson
MMETSP1171,Bacillariophyta,Mediophyceae,Lithodesmiaceae,Helicotheca,tamensis,CCMP826,Unknown,No,No,Willie Wilson
MMETSP1172,Rhodophyta,Porphyridiophyceae,Porphyridiaceae,Timspurckia,oligopyrenoides,CCMP3278,Unknown,No,No,Willie Wilson
MMETSP1173,Ochrophyta,Dictyochophyceae,Rhizochromulinaceae,Rhizochromulina,marina cf,CCMP1243,Unknown,No,No,Willie Wilson
MMETSP1174,Ochrophyta,Dictyochophyceae,Dictyochaceae,Dictyocha,speculum,CCMP1381,Unknown,No,No,Willie Wilson
MMETSP1175,Bacillariophyta,Bacillariophyceae,Triceratiaceae,Triceratium,dubium,CCMP147,Unknown,No,No,Willie Wilson
MMETSP1176,Bacillariophyta,Bacillariophyceae/Fragilariophyceae,Fragilariaceae,Synedropsis,recta cf,CCMP1620,No,No,No,Willie Wilson
MMETSP1177,Ochrophyta,Chrysophyceae,Chromulinaceae,Ochromonas,sp,CCMP1899,No,No,No,Willie Wilson
MMETSP1178,Haptophyta,Prymnesiophyceae,,unid,sp,CCMP2000,No,No,No,Willie Wilson
MMETSP1180,Chlorophyta,Chlorophyceae,,Chlamydomonas,sp cf,CCMP681,Unknown,Yes,No,Willie Wilson
MMETSP1309,,,,Genus nov.,species nov.,RCC998,No,No,No,Willie Wilson
MMETSP1310,,,,Genus nov.,species nov.,RCC2339,No,No,No,Daniel Vaulot
MMETSP1311,,,,Genus nov.,species nov.,RCC856,No,No,No,Willie Wilson
MMETSP1312,,,,Genus nov.,species nov.,RCC2335,No,No,No,Daniel Vaulot
MMETSP1315,Chlorophyta,Prasinophyceae,Pycnococcaceae,Prasinoderma,singularis,RCC927,No,No,No,Daniel Vaulot
MMETSP1316,Chlorophyta,Prasinophyceae,Pycnococcaceae,Pycnococcus,provasolii,RCC2336,No,Unknown,No,Daniel Vaulot
MMETSP1318,Cercozoa,Chlorarachnea,Chlorarachniaceae,Partenskyella,glossopodia,RCC365,No,No,No,Willie Wilson
MMETSP1319,Ochrophyta,Bolidophyceae,Bolidomonadaceae,Bolidomonas,pacifica,RCC208,No,No,No,Daniel Vaulot
MMETSP1320,Ochrophyta,Bolidophyceae,Bolidomonoadaceae,Bolidomonas,sp.,RCC2347,No,No,No,Willie Wilson
MMETSP1321,Ochrophyta,Bolidophyceae,Bolidomonoadaceae,Bolidomonas,sp.,RCC1657,No,No,No,Daniel Vaulot
MMETSP1322,Bacillariophyta,Coscinodiscophyceae,Cymatosiraceae,Minutocellus,polymorphus,RCC2270,No,No,No,Daniel Vaulot
MMETSP1323,Ochrophyta,Dictyochophyceae,Florenciellales,Florenciella,parvula,RCC1693,No,No,No,Daniel Vaulot
MMETSP1324,Ochrophyta,Dictyochophyceae,Florenciellales,Florenciella,sp.,RCC1587,No,No,No,Daniel Vaulot
MMETSP1326,Chlorophyta,Mamiellophyceae,Mamiellaceae,Genus nov.,species nov.,RCC2288,No,No,No,Willie Wilson
MMETSP1327,Chlorophyta,Mamiellophyceae,Mamiellaceae,Micromonas,pusilla,RCC2306,No,Unknown,No,Daniel Vaulot
MMETSP1328,Ochrophyta,Pelagophyceae,Pelagomonadaceae,Pelagomonas,calceolata,RCC969,No,No,No,Daniel Vaulot
MMETSP1329,Ochrophyta,Pelagophyceae,,Genus nov.,species nov.,RCC1024,No,No,No,Daniel Vaulot
MMETSP1330,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae incertae sedis,Picochlorum,sp.,RCC944,No,No,No,Daniel Vaulot
MMETSP1333,Haptophyta,Coccolithophyceae,Pontosphaeraceae,Scyphosphaera,apsteinii,RCC1455,No,No,No,Daniel Vaulot
MMETSP1334,Haptophyta,Prymnesiophyceae,Calcidiscaceae,Calcidiscus,leptoporus,RCC1130,No,No,No,Daniel Vaulot
MMETSP1335,Haptophyta,Prymnesiophyceae,Prymnesiaceae,Chrysoculter,rhomboideus,RCC1486,No,Unknown,No,Daniel Vaulot
MMETSP1336,Bacillariophyta,Bacillariophyceae,Chaetocerotaceae,Chaetoceros,cf. neogracile,RCC1993,No,No,No,Daniel Vaulot
MMETSP1338,Dinophyta,Dinophyceae,Suessiaceae,Pelagodinium,beii,RCC1491,No,No,No,Willie Wilson
MMETSP1339,Ochrophyta,Raphidophyceae,Chattonellaceae,Fibrocapsa,japonica,CCMP1661,Unknown,No,No,Willie Wilson
MMETSP1344,Ochrophyta,Dictyochophyceae,Florenciellales incertae sedis,Florenciella,parvula,CCMP2471,Unknown,No,No,Willie Wilson
MMETSP1352,Bacillariophyta,Bacillariophyceae,Stauroneidaceae,Stauroneis,constricta,CCMP1120,Unknown,No,No,Willie Wilson
MMETSP1353,Rhodophyta,Bangiophyceae,Porphyridiaceae,Erythrolobus,australicus,CCMP3124,Unknown,No,No,Willie Wilson
MMETSP1354,Rhodophyta,Bangiophyceae,Porphyridiaceae,Erythrolobus,madagascarensis,CCMP3276,Unknown,No,No,Willie Wilson
MMETSP1355,Cryptophyta,Cryptophyceae,Hemiselmidaceae,Hemiselmis,tepida,CCMP443,Unknown,Unknown,No,John Archibald
MMETSP1356,Cryptophyta,Cryptophyceae,Hemiselmidaceae,Hemiselmis,viresens,PCC157,Unknown,No,No,John Archibald
MMETSP1357,Cryptophyta,Cryptophyceae,Hemiselmidaceae,Hemiselmis,rufescens,PCC563,Unknown,Unknown,No,John Archibald
MMETSP1358,Chlorarachniophyta,Chlorarachniophyceae,Chlorarachniaceae,Bigelowiella,natans,CCMP1242,Unknown,No,No,John Archibald
MMETSP1359,Chlorarachniophyta,Chlorarachniophyceae,Chlorarachniaceae,Bigelowiella,longifila,CCMP242,Unknown,No,No,John Archibald
MMETSP1362,Bacillariophyta,Coscinodiscophyceae,Leptocylindraceae,Leptocylindrus,danicus,CCMP1856,Unknown,No,No,E. Virginia Armbrust
MMETSP1363,Haptophyta,Prymnesiophyceae,Noelaerhabdaceae,Gephyrocapsa,oceanica,RCC1303,Unknown,No,No,"Sonya Dyhrman, Andrew Juhl"
MMETSP1364,Haptophyta,Prymnesiophyceae,Noelaerhabdaceae,Gephyrocapsa,oceanica,RCC1303,Unknown,No,No,"Sonya Dyhrman, Andrew Juhl"
MMETSP1365,Haptophyta,Prymnesiophyceae,Noelaerhabdaceae,Gephyrocapsa,oceanica,RCC1303,Unknown,No,No,"Sonya Dyhrman, Andrew Juhl"
MMETSP1366,Haptophyta,Prymnesiophyceae,Noelaerhabdaceae,Gephyrocapsa,oceanica,RCC1303,Unknown,No,No,"Sonya Dyhrman, Andrew Juhl"
MMETSP1374,Dinophyta,Dinophyceae,Symbiodiniaceae,Symbiodinium,,clade A,Unknown,No,No,Ruth Gates
MMETSP1377,Dinophyta,Dinophyceae,Symbiodiniaceae,Symbiodinium,,type D1a,Unknown,No,No,Ruth Gates
MMETSP1380,Ciliophora,Spirotrichea,Euplotidae,Euplotes,crassus,CT5,Unknown,No,No,Cristina Miceli
MMETSP1381,Haptophyta,Pavlovophyceae,Pavlovaceae,Pavlova,sp.,CCMP459,Yes,Yes,No,Sheri Floge
MMETSP1384,Foraminifera,Globothalamea,Rotaliidae,Ammonia,sp.,,No,No,No,Jan Pawlowski
MMETSP1386,Chlorophyta,Prasinophyceae,Mamiellaceae,Micromonas,sp.,NEPCC29,Unknown,No,No,Alexandra Z. Worden
MMETSP1387,Chlorophyta,Prasinophyceae,Mamiellaceae,Micromonas,sp.,RCC472,Unknown,No,No,Alexandra Z. Worden
MMETSP1390,Chlorophyta,Prasinophyceae,Mamiellaceae,Micromonas,sp.,CCMP2099,Unknown,No,No,Alexandra Z. Worden
MMETSP1394,Bacillariophyta,Fragilariophyceae,Fragilariaceae,Asterionellopsis,glacialis,CCMP1581,Unknown,No,No,E. Virginia Armbrust
MMETSP1399,Chlorophyta,Prasinophyceae,Bathycoccaceae,Bathycoccus,prasinos,CCMP1898,Unknown,No,No,Alexandra Z. Worden
MMETSP1423,Bacillariophyta,Bacillariophyceae,Bacillariaceae,Pseudo-nitzschia,heimii,UNC1101,Unknown,No,No,E. Virginia Armbrust
MMETSP1428,Bacillariophyta,Coscinodiscophyceae,Skeletonemaceae,Skeletonema,marinoi,UNC1201,Unknown,No,No,Adrian Marchetti
MMETSP1429,Bacillariophyta,Coscinodiscophyceae,Chaetocerotaceae,Chaetoceros,sp.,UNC1202,Unknown,No,No,Adrian Marchetti
MMETSP1432,Bacillariophyta,Bacillariophyceae,Bacillariaceae,Pseudo-nitzschia,delicatissima,UNC1205,Unknown,No,No,Adrian Marchetti
MMETSP1434,Bacillariophyta,Bacillariophyceae,Thalassiosiraceae,Minutocellus,polymorphus,CCMP3303,Yes,No,No,Mike Preston
MMETSP1435,Bacillariophyta,Bacillariophyceae,Chaetocerotaceae,Chaetoceros,brevis,CCMP164,Yes,No,No,Mike Preston
MMETSP1436,Dinophyta,Dinophyceae,Goniodomataceae,Alexandrium,andersonii,CCMP2222,Yes,Unknown,No,Mike Preston
MMETSP1437,Bacillariophyta,Coscinodiscophyceae,Hemiaulaceae,Eucampia,antartica,CCMP1452,Yes,Unknown,No,Mike Preston
MMETSP1438,Chlorophyta,Prasinophyceae,Pterospermataceae,Pterosperma,sp.,CCMP1384,Yes,No,No,Mike Preston
MMETSP1439,Pyrrophycophyta,Dinophyceae,Gonyaulacaceae,Gonyaulax,spinifera,CCMP409,Unknown,No,No,Mike Preston
MMETSP1440,Alveolata,Dinophyceae,Suessiaceae,Polarella,glacialis,CCMP2088,Yes,No,No,Mike Preston
MMETSP1441,Alveolata,Dinophyceae,Heterocapsaceae,Heterocapsa,arctica,CCMP445,Yes,Yes,No,Mike Preston
MMETSP1442,Ochrophyta,Bacillariophyceae,Naviculaceae,Craspedostauros,australis,CCMP3328,Yes,No,No,Mike Preston
MMETSP1443,Bacillariophyta,Bacillariophyceae,Entomoneidaceae,Entomoneis,sp.,CCMP2396,Yes,No,No,Mike Preston
MMETSP1444,Haptophyta,Prymnesiophyceae,Phaeocystaceae,Phaeocystis,antarctica,CCMP1374,Yes,No,No,Mike Preston
MMETSP1445,Chlorophyta,Prasinophyceae,Halosphaeraceae,Pyramimonas,sp.,CCMP2087,Yes,No,No,Mike Preston
MMETSP1446,,,,unident. Prasinophyte,sp,CCMP2111,Yes,No,No,Mike Preston
MMETSP1447,Bacillariophyta,Bacillariophyceae,Chaetocerotaceae,Chaetoceros,dichaeta,CCMP1751,Yes,No,No,Mike Preston
MMETSP1449,Bacillariophyta,Coscinodiscophyceae,Attheyaceae,Attheya,septentrionalis,CCMP2084,Yes,No,No,Mike Preston
MMETSP1450,Rhodophyta,Compsopogonophyceae,Erythrotrichiaceae,Madagascaria,erythrocladoides,CCMP3234,Yes,No,No,Mike Preston
MMETSP1451,Alveolata,Chromerida,,Vitrella,brassicaformis,CCMP3346,Yes,No,No,Mike Preston
MMETSP1452,,,Synchromophyceae,Synchroma,pusillum,CCMP3072,Yes,No,No,Mike Preston
MMETSP1453,,,,unid. Prasinophyte Clade VIIA1,sp.,RCC701,Yes,No,No,Mike Preston
MMETSP1456,,,,Unid. Prasinophyte Clade VIIA2,Unid,RCC1871,Yes,No,No,Mike Preston
MMETSP1460,Chlorophyta,Mamiellophyceae,Bathycoccaceae,Bathycoccus,prasinos,RCC716,Yes,No,No,Mike Preston
MMETSP1462,Alveolata,Dinophyceae,Peridiniaceae,Brandtodinium,nutriculum,RCC3387,Yes,No,No,Mike Preston
MMETSP1465,Haptophyta,Prymnesiophyceae,Phaeocystaceae,Phaeocystis,chordata,RCC1383,Yes,Unknown,No,Mike Preston
MMETSP1467,,,,unid.,sp.,CCMP2135,Yes,No,No,Mike Preston
MMETSP1468,Chlorophyta,Mamiellophyceae,Mamiellaceae,Mantoniella,sp,CCMP1436,Yes,No,No,Mike Preston
MMETSP1471,Chlorophyta,Prasinophyceae,Pycnococcaceae,Pycnococcus,provasolii,RCC733,Yes,Unknown,No,Mike Preston
MMETSP1475,,,,Unid. Rhodophyte,sp.,CCMP1999,Yes,No,No,Mike Preston
